,Brand,Name,Type,ID,Time of Extraction,PageTitle,PageUrl,Price,Composition,Leather,Cotton,Polyester,Acrylic,Rayon,Modal,Spandex,Nylon,Polyamide,Viscose,Elastane,linen,Lyocell
10,Uniqulo,WOMEN SWEAT HOODIE LONG-SLEEVE DRESS,outterwear/jacket,432248COL01SMA001000,10/16/2020 18:06:40,WOMEN SWEAT HOODIE LONG-SLEEVE DRESS | UNIQLO US,https://www.uniqlo.com/us/en/women-sweat-hoodie-long-sleeve-dress-432248.html?dwvar_432248_color=COL01&cgid=women-dresses-and-jumpsuits,29.90,"body: 85% cotton, 15% polyester/ rib: 82% cotton, 18% polyester", ,85% /82% ,15% /18% , , , , , , , , , , 
11,Uniqulo,WOMEN WAFFLE KEY NECK 3/4-SLEEVE DRESS,dress,432247COL01SMA001000,10/16/2020 18:06:47,WOMEN WAFFLE KEY NECK 3/4-SLEEVE DRESS | UNIQLO US,https://www.uniqlo.com/us/en/women-waffle-key-neck-3%2F4-sleeve-dress-432247.html?dwvar_432247_color=COL01&cgid=women-dresses-and-jumpsuits,19.90,"body: 60% cotton, 40% polyester/ rib: 70% cotton, 30% polyester", ,60% /70% ,40% /30% , , , , , , , , , , 
12,Uniqulo,WOMEN KNIT BOAT NECK LONG-SLEEVE FLARE DRESS,dress,429446COL05SMA001000,10/16/2020 18:06:53,WOMEN KNIT BOAT NECK LONG-SLEEVE FLARE DRESS | UNIQLO US,https://www.uniqlo.com/us/en/women-knit-boat-neck-long-sleeve-flare-dress-429446.html?dwvar_429446_color=COL16&cgid=women-dresses-and-jumpsuits,39.90,"45% lyocell, 23% wool, 20% rayon, 12% nylon", , , , ,20% , , ,12% , , , , ,45% 
13,Uniqulo,WOMEN 3D KNIT LAMBSWOOL-BLEND BALLOON LONG-SLEEVE DRESS,dress,432332COL01SMA001000,10/16/2020 18:06:59,WOMEN 3D KNIT LAMBSWOOL-BLEND BALLOON LONG-SLEEVE DRESS | UNIQLO US,https://www.uniqlo.com/us/en/women-3d-knit-lambswool-blend-balloon-long-sleeve-dress-432332.html?dwvar_432332_color=COL08&cgid=women-dresses-and-jumpsuits,59.90,"70% wool, 30% nylon", , , , , , , ,30% , , , , , 
14,Uniqulo,WOMEN 3D KNIT COTTON BALLOON LONG-SLEEVE DRESS,dress,432238COL09SMA001000,10/16/2020 18:07:05,WOMEN 3D KNIT COTTON BALLOON LONG-SLEEVE DRESS | UNIQLO US,https://www.uniqlo.com/us/en/women-3d-knit-cotton-balloon-long-sleeve-dress-432238.html?dwvar_432238_color=COL32&cgid=women-dresses-and-jumpsuits,49.90,100% cotton, ,100% , , , , , , , , , , , 
15,Uniqulo,WOMEN DISNEY FURRY FRIENDS SWEAT LONG-SLEEVE DRESS,dress,431302COL11SMA001000,10/16/2020 18:07:12,WOMEN DISNEY FURRY FRIENDS SWEAT LONG-SLEEVE DRESS | UNIQLO US,https://www.uniqlo.com/us/en/women-disney-furry-friends-sweat-long-sleeve-dress-431302.html?dwvar_431302_color=COL11&cgid=women-dresses-and-jumpsuits,29.90,"body: 100% cotton/ rib: 78% cotton, 22% polyester", ,100% /78% ,22% , , , , , , , , , , 
16,Uniqulo,WOMEN DISNEY FURRY FRIENDS SWEAT LONG-SLEEVE DRESS,dress,432235COL54SMA001000,10/16/2020 18:07:18,WOMEN DISNEY FURRY FRIENDS SWEAT LONG-SLEEVE DRESS | UNIQLO US,https://www.uniqlo.com/us/en/women-disney-furry-friends-sweat-long-sleeve-dress-432235.html?dwvar_432235_color=COL54&cgid=women-dresses-and-jumpsuits,29.90,"body: 100% cotton/ rib: 78% cotton, 22% polyester/ exclusive of decoration", ,100% /78% ,22% , , , , , , , , , , 
17,Uniqulo,WOMEN DISNEY FURRY FRIENDS SWEAT LONG-SLEEVE DRESS,dress,432236COL30SMA001000,10/16/2020 18:07:24,WOMEN DISNEY FURRY FRIENDS SWEAT LONG-SLEEVE DRESS | UNIQLO US,https://www.uniqlo.com/us/en/women-disney-furry-friends-sweat-long-sleeve-dress-432236.html?dwvar_432236_color=COL30&cgid=women-dresses-and-jumpsuits,29.90,"body: 100% cotton/ rib: 78% cotton, 22% polyester", ,100% /78% ,22% , , , , , , , , , , 
18,Uniqulo,WOMEN DISNEY FURRY FRIENDS SWEAT LONG-SLEEVE DRESS,dress,432237COL09SMA001000,10/16/2020 18:07:30,WOMEN DISNEY FURRY FRIENDS SWEAT LONG-SLEEVE DRESS | UNIQLO US,https://www.uniqlo.com/us/en/women-disney-furry-friends-sweat-long-sleeve-dress-432237.html?dwvar_432237_color=COL09&cgid=women-dresses-and-jumpsuits,29.90,"body: 100% cotton/ rib: 78% cotton, 22% polyester/ exclusive of decoration", ,100% /78% ,22% , , , , , , , , , , 
19,Uniqulo,WOMEN SILK LONG-SLEEVE WRAP DRESS (INES DE LA FRESSANGE),dress,430514COL09SMA001000,10/16/2020 18:07:36,WOMEN SILK LONG-SLEEVE WRAP DRESS (INES DE LA FRESSANGE) | UNIQLO US,https://www.uniqlo.com/us/en/women-silk-long-sleeve-wrap-dress-ines-de-la-fressange-430514.html?dwvar_430514_color=COL18&cgid=women-dresses-and-jumpsuits,129.90,100% silk, , , , , , , , , , , , , 
20,Uniqulo,WOMEN SILK PRINTED WRAP DRESS (INES DE LA FRESSANGE),dress,432212COL69SMA001000,10/16/2020 18:07:42,WOMEN SILK PRINTED WRAP DRESS (INES DE LA FRESSANGE) | UNIQLO US,https://www.uniqlo.com/us/en/women-silk-printed-wrap-dress-ines-de-la-fressange-432212.html?dwvar_432212_color=COL69&cgid=women-dresses-and-jumpsuits,129.90,100% silk, , , , , , , , , , , , , 
21,Uniqulo,WOMEN SATIN TWIST-PLEATED SHORT-SLEEVE DRESS (INES DE LA FRESSANGE),bottoms,430507COL69SMA001000,10/16/2020 18:07:48,WOMEN SATIN TWIST-PLEATED SHORT-SLEEVE DRESS (INES DE LA FRESSANGE) | UNIQLO US,https://www.uniqlo.com/us/en/women-satin-twist-pleated-short-sleeve-dress-ines-de-la-fressange-430507.html?dwvar_430507_color=COL69&cgid=women-dresses-and-jumpsuits,59.90,100% polyester, , ,100% , , , , , , , , , , 
22,Uniqulo,WOMEN SATIN TWIST-PLEATED SHORT-SLEEVE DRESS (INES DE LA FRESSANGE),bottoms,430508COL09SMA001000,10/16/2020 18:07:54,WOMEN SATIN TWIST-PLEATED SHORT-SLEEVE DRESS (INES DE LA FRESSANGE) | UNIQLO US,https://www.uniqlo.com/us/en/women-satin-twist-pleated-short-sleeve-dress-ines-de-la-fressange-430508.html?dwvar_430508_color=COL09&cgid=women-dresses-and-jumpsuits,59.90,100% polyester, , ,100% , , , , , , , , , , 
23,Uniqulo,WOMEN TWIST PLEATED SHORT-SLEEVE DRESS (INES DE LA FRESSANGE),bottoms,430509COL31SMA001000,10/16/2020 18:08:00,WOMEN TWIST PLEATED SHORT-SLEEVE DRESS (INES DE LA FRESSANGE) | UNIQLO US,https://www.uniqlo.com/us/en/women-twist-pleated-short-sleeve-dress-ines-de-la-fressange-430509.html?dwvar_430509_color=COL31&cgid=women-dresses-and-jumpsuits-midi,59.90,100% polyester, , ,100% , , , , , , , , , , 
24,Uniqulo,WOMEN U CREW NECK SHORT-SLEEVE T-SHIRT DRESS,top,422516COL00SMA001000,10/16/2020 18:08:06,WOMEN U CREW NECK SHORT-SLEEVE T-SHIRT DRESS | UNIQLO US,https://www.uniqlo.com/us/en/women-u-crew-neck-short-sleeve-t-shirt-dress-422516.html?dwvar_422516_color=COL00&cgid=women-dresses-and-jumpsuits-midi,19.90,100% cotton, ,100% , , , , , , , , , , , 
25,Uniqulo,WOMEN RAYON LONG-SLEEVE SHIRT DRESS,top,429432COL09SMA001000,10/16/2020 18:08:12,WOMEN RAYON LONG-SLEEVE SHIRT DRESS | UNIQLO US,https://www.uniqlo.com/us/en/women-rayon-long-sleeve-shirt-dress-429432.html?dwvar_429432_color=COL72&cgid=women-dresses-and-jumpsuits-midi,39.90,100% rayon, , , , ,100% , , , , , , , , 
26,Uniqulo,WOMEN RAYON STRIPED LONG-SLEEVE SHIRT DRESS,top,430976COL32SMA001000,10/16/2020 18:08:18,WOMEN RAYON STRIPED LONG-SLEEVE SHIRT DRESS | UNIQLO US,https://www.uniqlo.com/us/en/women-rayon-striped-long-sleeve-shirt-dress-430976.html?dwvar_430976_color=COL69&cgid=women-dresses-and-jumpsuits-midi,39.90,100% rayon, , , , ,100% , , , , , , , , 
27,Uniqulo,WOMEN CREPE JERSEY SHORT-SLEEVE WRAP DRESS,bottoms,424195COL09SMA001000,10/16/2020 18:08:24,WOMEN CREPE JERSEY SHORT-SLEEVE WRAP DRESS | UNIQLO US,https://www.uniqlo.com/us/en/women-crepe-jersey-short-sleeve-wrap-dress-424195.html?dwvar_424195_color=COL09&cgid=women-dresses-and-jumpsuits-midi,29.90,100% polyester, , ,100% , , , , , , , , , , 
28,Uniqulo,WOMEN POINTELLE SLEEVELESS LOUNGE DRESS,dress,428254COL22SMA002000,10/16/2020 18:08:30,WOMEN POINTELLE SLEEVELESS LOUNGE DRESS | UNIQLO US,https://www.uniqlo.com/us/en/women-pointelle-sleeveless-lounge-dress-428254.html?dwvar_428254_color=COL30&cgid=women-dresses-and-jumpsuits-midi,24.90,"60% cotton, 40% polyester", ,60% ,40% , , , , , , , , , , 
29,Uniqulo,WOMEN MERCERIZED COTTON HALF-SLEEVE A-LINE DRESS,dress,430893COL09SMA001000,10/16/2020 18:08:36,WOMEN MERCERIZED COTTON HALF-SLEEVE A-LINE DRESS | UNIQLO US,https://www.uniqlo.com/us/en/women-mercerized-cotton-half-sleeve-a-line-dress-430893.html?dwvar_430893_color=COL72&cgid=women-dresses-and-jumpsuits-midi,19.90,100% cotton, ,100% , , , , , , , , , , , 
30,Uniqulo,WOMEN SUPIMA® COTTON CREW NECK SHORT-SLEEVE T-SHIRT,top,431090COL00SMA004000,10/16/2020 18:08:43,WOMEN SUPIMA® COTTON CREW NECK SHORT-SLEEVE T-SHIRT | UNIQLO US,https://www.uniqlo.com/us/en/women-supima-cotton-crew-neck-short-sleeve-t-shirt-431090.html?dwvar_431090_color=COL27&cgid=women-t-shirts-and-tops,14.90,100% cotton, ,100% , , , , , , , , , , , 
31,Uniqulo,WOMEN SUPIMA® COTTON V-NECK SHORT-SLEEVE T-SHIRT,top,431091COL00SMA004000,10/16/2020 18:08:49,WOMEN SUPIMA® COTTON V-NECK SHORT-SLEEVE T-SHIRT | UNIQLO US,https://www.uniqlo.com/us/en/women-supima-cotton-v-neck-short-sleeve-t-shirt-431091.html?dwvar_431091_color=COL07&cgid=women-t-shirts-and-tops,14.90,100% cotton, ,100% , , , , , , , , , , , 
32,Uniqulo,WOMEN U CREW NECK SHORT-SLEEVE T-SHIRT,top,425663COL39SMA001000,10/16/2020 18:08:55,WOMEN U CREW NECK SHORT-SLEEVE T-SHIRT | UNIQLO US,https://www.uniqlo.com/us/en/women-u-crew-neck-short-sleeve-t-shirt-425663.html?dwvar_425663_color=COL34&cgid=women-t-shirts-and-tops,14.90,100% cotton, ,100% , , , , , , , , , , , 
33,Uniqulo,WOMEN U CREW NECK SHORT-SLEEVE T-SHIRT,top,421301COL00SMA001000,10/16/2020 18:09:01,WOMEN U CREW NECK SHORT-SLEEVE T-SHIRT | UNIQLO US,https://www.uniqlo.com/us/en/women-u-crew-neck-short-sleeve-t-shirt-421301.html?dwvar_421301_color=COL00&cgid=women-t-shirts-and-tops,14.90,100% cotton, ,100% , , , , , , , , , , , 
34,Uniqulo,WOMEN AIRISM SEAMLESS V-NECK LONG T-SHIRT,top,431533COL08SMA002000,10/16/2020 18:09:07,WOMEN AIRism SEAMLESS V-NECK LONG T-SHIRT | UNIQLO US,https://www.uniqlo.com/us/en/women-airism-seamless-v-neck-long-t-shirt-431533.html?dwvar_431533_color=COL57&cgid=women-t-shirts-and-tops,19.90,"78% polyester, 16% lyocell, 6% spandex", , ,78% , , , ,6% , , , , , ,16% 
35,Uniqulo,WOMEN AIRISM SEAMLESS TURTLENECK LONG T-SHIRT (ONLINE EXCLUSIVE),top,432358COL02SMA001000,10/16/2020 18:09:13,WOMEN AIRism SEAMLESS TURTLENECK LONG T-SHIRT (ONLINE EXCLUSIVE) | UNIQLO US,https://www.uniqlo.com/us/en/women-airism-seamless-turtleneck-long-t-shirt-online-exclusive-432358.html?dwvar_432358_color=COL02&cgid=women-t-shirts-and-tops,24.90,"79% polyester, 16% lyocell, 5% spandex", , ,79% , , , ,5% , , , , , ,16% 
36,Uniqulo,WOMEN AIRISM SEAMLESS TANK TOP,top,432105COL08SMA001000,10/16/2020 18:09:19,WOMEN AIRism SEAMLESS TANK TOP | UNIQLO US,https://www.uniqlo.com/us/en/women-airism-seamless-tank-top-432105.html?dwvar_432105_color=COL68&cgid=women-t-shirts-and-tops,14.90,"78% polyester, 16% lyocell, 6% spandex", , ,78% , , , ,6% , , , , , ,16% 
37,Uniqulo,WOMEN AIRISM UV PROTECTION SEAMLESS LONG-SLEEVE LONG T-SHIRT,top,426164COL02SMA001000,10/16/2020 18:09:25,WOMEN AIRism UV PROTECTION SEAMLESS LONG-SLEEVE LONG T-SHIRT | UNIQLO US,https://www.uniqlo.com/us/en/women-airism-uv-protection-seamless-long-sleeve-long-t-shirt-426164.html?dwvar_426164_color=COL06&cgid=women-t-shirts-and-tops,19.90,"79% polyester, 16% lyocell, 5% spandex", , ,79% , , , ,5% , , , , , ,16% 
38,Uniqulo,WOMEN DRAPE CREW NECK SHORT-SLEEVE T-SHIRT,top,431098,10/16/2020 18:09:31,WOMEN DRAPE CREW NECK SHORT-SLEEVE T-SHIRT | UNIQLO US,https://www.uniqlo.com/us/en/women-drape-crew-neck-short-sleeve-t-shirt-431098.html?dwvar_431098_color=COL30&cgid=women-t-shirts-and-tops,14.90,"55% polyester, 45% modal", , ,55% , , ,45% , , , , , , , 
39,Uniqulo,WOMEN KNITTED FLEECE MOCK-NECK PULLOVER,outterwear/jacket,430275COL09SMA002000,10/16/2020 18:09:37,WOMEN KNITTED FLEECE MOCK-NECK PULLOVER | UNIQLO US,https://www.uniqlo.com/us/en/women-knitted-fleece-mock-neck-pullover-430275.html?dwvar_430275_color=COL30&cgid=women-t-shirts-and-tops,29.90,100% polyester, , ,100% , , , , , , , , , , 
40,Uniqulo,WOMEN U RIBBED ROUND NECK SHORT-SLEEVE T-SHIRT,top,430872COL00SMA001000,10/16/2020 18:09:42,WOMEN U RIBBED ROUND NECK SHORT-SLEEVE T-SHIRT | UNIQLO US,https://www.uniqlo.com/us/en/women-u-ribbed-round-neck-short-sleeve-t-shirt-430872.html?dwvar_430872_color=COL32&cgid=women-t-shirts-and-tops,14.90,100% lyocell, , , , , , , , , , , , ,100% 
41,Uniqulo,WOMEN HEATTECH BODY SHAPER SLEEVELESS BRA TOP,top,430385COL09SMA002000,10/16/2020 18:09:49,WOMEN HEATTECH BODY SHAPER SLEEVELESS BRA TOP | UNIQLO US,https://www.uniqlo.com/us/en/women-heattech-body-shaper-sleeveless-bra-top-430385.html?dwvar_430385_color=COL09&cgid=women-t-shirts-and-tops,24.90,"body: 39% acrylic, 26% rayon, 25% nylon, 10% spandex/ piping: 87% nylon, 13% spandex", , , ,39% ,26% , ,10% /13% ,25% /87% , , , , , 
42,Uniqulo,WOMEN HEATTECH LACE SLEEVELESS BRA TOP,top,430951COL01SMA002000,10/16/2020 18:09:55,WOMEN HEATTECH LACE SLEEVELESS BRA TOP | UNIQLO US,https://www.uniqlo.com/us/en/women-heattech-lace-sleeveless-bra-top-430951.html?dwvar_430951_color=COL35&cgid=women-t-shirts-and-tops,24.90,"shell: 56% acrylic, 37% rayon, 7% spandex/ lining: 38% polyester, 32% acrylic, 21% rayon, 9% spandex/ lace: 78% nylon, 22% spandex", , ,38% ,56% /32% ,37% /21% , ,7% /9% /22% ,78% , , , , , 
43,Uniqulo,WOMEN SEAMLESS V-NECK LACE BRA CAMISOLE,top,425965,10/16/2020 18:10:01,WOMEN SEAMLESS V-NECK LACE BRA CAMISOLE | UNIQLO US,https://www.uniqlo.com/us/en/women-seamless-v-neck-lace-bra-camisole-425965.html?dwvar_425965_color=COL30&cgid=women-t-shirts-and-tops,24.90,"shell: 58% nylon, 42% spandex/ lining: 71% nylon, 29% spandex/ cup (outer fabric): 100% polyester", , ,100% , , , ,42% /29% ,58% /71% , , , , , 
44,Uniqulo,WOMEN SEAMLESS V-NECK COTTON CAMISOLE BRA TOP,top,423015COL03SMA002000,10/16/2020 18:10:07,WOMEN SEAMLESS V-NECK COTTON CAMISOLE BRA TOP | UNIQLO US,https://www.uniqlo.com/us/en/women-seamless-v-neck-cotton-camisole-bra-top-423015.html?dwvar_423015_color=COL08&cgid=women-t-shirts-and-tops,24.90,"shell, lining: 93% cotton, 7% spandex", ,93% , , , , ,7% , , , , , , 
45,Uniqulo,WOMEN POINTELLE LOW BACK LACE SLEEVELESS BRA TOP,top,423114COL00SMA002000,10/16/2020 18:10:13,WOMEN POINTELLE LOW BACK LACE SLEEVELESS BRA TOP | UNIQLO US,https://www.uniqlo.com/us/en/women-pointelle-low-back-lace-sleeveless-bra-top-423114.html?dwvar_423114_color=COL00&cgid=women-t-shirts-and-tops,24.90,"shell: 91% cotton, 9% spandex/ lining: 95% cotton, 5% spandex/ lace: 72% nylon, 28% spandex", ,91% /95% , , , , ,9% /5% /28% ,72% , , , , , 
46,Uniqulo,WOMEN STRETCH PIQUE SHORT-SLEEVE POLO SHIRT,top,422723COL00SMA001000,10/16/2020 18:10:19,WOMEN STRETCH PIQUE SHORT-SLEEVE POLO SHIRT | UNIQLO US,https://www.uniqlo.com/us/en/women-stretch-pique-short-sleeve-polo-shirt-422723.html?dwvar_422723_color=COL60&cgid=women-t-shirts-and-tops,19.90,"body: 77% cotton, 20% polyester, 3% spandex/ rib: 83% cotton, 17% polyester", ,77% /83% ,20% /17% , , , ,3% , , , , , , 
47,Uniqulo,WOMEN CASHMERE CREW NECK SWEATER (INES DE LA FRESSANGE),outterwear/jacket,430930COL02SMA001000,10/16/2020 18:10:25,WOMEN CASHMERE CREW NECK SWEATER (INES DE LA FRESSANGE) | UNIQLO US,https://www.uniqlo.com/us/en/women-cashmere-crew-neck-sweater-ines-de-la-fressange-430930.html?dwvar_430930_color=COL44&cgid=women-sweaters,99.90,100% cashmere, , , , , , , , , , , , , 
48,Uniqulo,WOMEN CASHMERE TURTLENECK SWEATER,outterwear/jacket,418677COL01SMA001000,10/16/2020 18:10:31,WOMEN CASHMERE TURTLENECK SWEATER | UNIQLO US,https://www.uniqlo.com/us/en/women-cashmere-turtleneck-sweater-418677.html?dwvar_418677_color=COL47&cgid=women-sweaters,89.90,100% cashmere, , , , , , , , , , , , , 
49,Uniqulo,WOMEN U EXTRA FINE MERINO RIBBED TURTLENECK SWEATER,outterwear/jacket,432731COL09SMA001000,10/16/2020 18:10:37,WOMEN U EXTRA FINE MERINO RIBBED TURTLENECK SWEATER | UNIQLO US,https://www.uniqlo.com/us/en/women-u-extra-fine-merino-ribbed-turtleneck-sweater-432731.html?dwvar_432731_color=COL38&cgid=women-sweaters,39.90,100% wool, , , , , , , , , , , , , 
50,Uniqulo,WOMEN 3D KNIT EXTRA FINE MERINO STRIPED CREW NECK SWEATER (INES DE LA FRESSANGE),outterwear/jacket,432084COL57SMA002000,10/16/2020 18:10:43,WOMEN 3D KNIT EXTRA FINE MERINO STRIPED CREW NECK SWEATER (INES DE LA FRESSANGE) | UNIQLO US,https://www.uniqlo.com/us/en/women-3d-knit-extra-fine-merino-striped-crew-neck-sweater-ines-de-la-fressange-432084.html?dwvar_432084_color=COL57&cgid=women-sweaters,39.90,100% wool, , , , , , , , , , , , , 
51,Uniqulo,WOMEN 3D EXTRA FINE MERINO TURTLENECK SWEATER (INES DE LA FRESSANGE),outterwear/jacket,432086COL02SMA002000,10/16/2020 18:10:49,WOMEN 3D EXTRA FINE MERINO TURTLENECK SWEATER (INES DE LA FRESSANGE) | UNIQLO US,https://www.uniqlo.com/us/en/women-3d-extra-fine-merino-turtleneck-sweater-ines-de-la-fressange-432086.html?dwvar_432086_color=COL15&cgid=women-sweaters,49.90,100% wool, , , , , , , , , , , , , 
52,Uniqulo,WOMEN 3D KNIT LAMBSWOOL-BLEND CREW NECK VOLUME SWEATER,outterwear/jacket,432216COL01SMA001000,10/16/2020 18:10:55,WOMEN 3D KNIT LAMBSWOOL-BLEND CREW NECK VOLUME SWEATER | UNIQLO US,https://www.uniqlo.com/us/en/women-3d-knit-lambswool-blend-crew-neck-volume-sweater-432216.html?dwvar_432216_color=COL63&cgid=women-sweaters,49.90,"70% wool, 30% nylon", , , , , , , ,30% , , , , , 
53,Uniqulo,WOMEN 3D KNIT LAMBSWOOL-BLEND TURTLENECK SWEATER,outterwear/jacket,430553COL01SMA001000,10/16/2020 18:11:01,WOMEN 3D KNIT LAMBSWOOL-BLEND TURTLENECK SWEATER | UNIQLO US,https://www.uniqlo.com/us/en/women-3d-knit-lambswool-blend-turtleneck-sweater-430553.html?dwvar_430553_color=COL32&cgid=women-sweaters,49.90,"70% wool, 30% nylon", , , , , , , ,30% , , , , , 
54,Uniqulo,WOMEN 3D KNIT LAMBSWOOL-BLEND CREW NECK VOLUME SWEATER,outterwear/jacket,432216COL01SMA001000,10/16/2020 18:11:07,WOMEN 3D KNIT LAMBSWOOL-BLEND CREW NECK VOLUME SWEATER | UNIQLO US,https://www.uniqlo.com/us/en/women-3d-knit-lambswool-blend-crew-neck-volume-sweater-432216.html?dwvar_432216_color=COL63&cgid=women-sweaters,49.90,"70% wool, 30% nylon", , , , , , , ,30% , , , , , 
55,Uniqulo,WOMEN 3D KNIT LAMBSWOOL-BLEND TURTLENECK SWEATER,outterwear/jacket,430553COL01SMA001000,10/16/2020 18:11:13,WOMEN 3D KNIT LAMBSWOOL-BLEND TURTLENECK SWEATER | UNIQLO US,https://www.uniqlo.com/us/en/women-3d-knit-lambswool-blend-turtleneck-sweater-430553.html?dwvar_430553_color=COL32&cgid=women-sweaters,49.90,"70% wool, 30% nylon", , , , , , , ,30% , , , , , 
56,Uniqulo,WOMEN 3D EXTRA FINE MERINO TURTLENECK SWEATER (INES DE LA FRESSANGE),outterwear/jacket,432086COL02SMA002000,10/16/2020 18:11:19,WOMEN 3D EXTRA FINE MERINO TURTLENECK SWEATER (INES DE LA FRESSANGE) | UNIQLO US,https://www.uniqlo.com/us/en/women-3d-extra-fine-merino-turtleneck-sweater-ines-de-la-fressange-432086.html?dwvar_432086_color=COL15&cgid=women-sweaters,49.90,100% wool, , , , , , , , , , , , , 
